AED모델명,우편번호(앞자리),우편번호(뒤자리),관리책임자명,관리자연락처,설치기관주소,설치기관전화번호,설치위치,제조사,설치기관명,경도,위도
CU-SP1 plus,60,53,김**,02-******,"서울특별시 강남구 학동로 227, 논현2파출소 (논현동)",25430112,순찰차 내부 탑재(순33호),(주)씨유메디칼시스템,논현2파출소,127.0338464,37.51520381
CU-SP1 plus,63,36,신**,02-******,"서울특별시 강남구 개포로 617, 서울수서경찰서 (개포동)",24454107,수서경찰서 유치장 1층 데스크 뒤,(주)씨유메디칼시스템,수서경찰서,127.0771437,37.4935488
NT-381.C,25,33,김**,02-*******,"서울특별시 동대문구 사가정로 190 (전농동, 전농우성아파트)",02-2213-4366,관리사무소 입구,나눔테크,전농우성아파트(분양),127.064387,37.57734724
NT-381.C,24,7,이**,962****,"서울특별시 동대문구 한천로63길 10 (이문동, 이문e편한세상아파트)",02-962-0400,관리사무소 입구,나눔테크,이문e-편한세상(분양),127.0637064,37.6049031
NT-381.C,25,67,유**,963****,"서울특별시 동대문구 정릉천동로 36 (용두동, 래미안 허브리츠)",02-963-5802,정문경비실,나눔테크,용두래미안허브리츠아파트,127.0371123,37.57547229
CU-SP1 plus,63,62,서**,010********,"서울특별시 강남구 광평로34길 124, 여성보호센터 (수서동)",1041421750,센터 생활관 1층 거실,(주)씨유메디칼시스템,서울시립여성보호센터,127.0878269,37.47974583
NT-381.C,24,90,윤**,962****,"서울특별시 동대문구 약령시로 154 (청량리동, 미주아파트)",9626933,정문초소,나눔테크,청량리미주아파트,127.0468966,37.5831068
HeartOn A15-G4,46,28,김**,02-*******,"서울특별시 중구 삼일대로 231, 서울시청 남산별관 (예장동)",02-3783-5914,송현열린녹지광장,메디아나,중부공원여가센터,126.9803533,37.57634351
CU-SP1 PLUS,52,69,박**,010********,"서울특별시 강동구 동남로 895, 명일지구대 (명일동)",02-3449-7851,출입구 상단,㈜씨유메디칼시스템,명일파출소,127.1560882,37.55364418
CU-SP1 Plus,17,45,김**,02-*******,"서울특별시 노원구 한글비석로5길 18, 서라벌고등학교 (중계동)",02-2092-2269,1층 행정실 입구,대한민국,서라벌고등학교,127.0758406,37.64525653
NT-381.O,27,14,김**,02-******,"서울특별시 성북구 길음로 119 (길음동, 길음뉴타운)",02-912-7283,2단지 관리사무소,(주)나눔테크,길음뉴타운2단지푸르지오,127.0163726,37.61049908
Heart Guardia HR-501,65,11,방**,010********,"서울특별시 서초구 잠원로 51, 뉴코아강남점 (잠원동)",02-5300-5000,2관 지하1층 안내데스크 옆,㈜라디안,(주)이랜드리테일,127.0074386,37.50923945
CU-SP1 Plus,17,15,김**,017********,"서울특별시 노원구 한글비석로14길 37 (중계동, 중앙하이츠아파트)",02-932-6872,경로당,(주)씨유메디칼시스템,중계중앙하이츠,127.0766001,37.65922434
CU-SP1 Plus,14,50,양**,010********,"서울특별시 도봉구 노해로 140, 쌍문동 청소년랜드 (쌍문동)",02-999-0170,1층 출입구,㈜씨유메디칼,도봉구립쌍문동청소년랜드,127.0260519,37.64719902
CU-SP1 Plus,14,87,박**,010********,"서울특별시 도봉구 덕릉로62길 89, 창3동주민센터 (창동)",02-2091-5730,2층 민원실 입구,㈜씨유메디칼,창3동주민센터,127.0429904,37.63799988
CU-SP1 Plus,14,82,박**,02-*******,"서울특별시 도봉구 우이천로4길 24-5, 도봉구육아종합지원센터 (창동)",02-994-3341,1층 서울형키즈카페 창3동점,㈜씨유메디칼,도봉구육아종합지원센터,127.0408866,37.63370761
NT-381.C,56,59,김**,02-******,"서울특별시 송파구 마천로8길 17, 오금파출소 (오금동)",3402-6309,파출소입구,나눔테크,송파경찰서오금파출소,127.1280812,37.50688167
CU-SP1 Plus,28,20,이**,010********,"서울특별시 성북구 아리랑로19가길 21 (정릉동, 정릉꿈에그린)",02-913-7811,1단지 경비실,(주)씨유메디칼시스템,정릉꿈에그린아파트2,127.0120121,37.60185785
HR-501,58,37,이**,010********,"서울특별시 송파구 송파대로 111, 205동 4층 (문정동, 파크하비오)",02-6941-0101,내시경실 남존,라디안,다온헬스케어의원,127.1249139,37.47966838
HR-501,58,37,이**,010********,"서울특별시 송파구 송파대로 111, 205동 4층 (문정동, 파크하비오)",02-6941-0101,내시경실 여존,라디안,다온헬스케어의원,127.1249139,37.47966838
HeartOn A15-G4,43,47,김**,799****,"서울특별시 용산구 소월로 322, 하얏트호텔 (한남동)",02-799-8260,클럽올림푸스 리셉션 데스크,(주)메디아나,하얏트호텔,126.9962408,37.53976298
CU-SP1 Plus,82,92,조**,02-******,"서울특별시 구로구 새말로 26, 신구로지구대 1층 (구로동)",02-853-8301,1층 지구대장 자리,씨유메디칼시스템,신구로지구대,126.8838961,37.50227093
CU-SP1 Plus,82,11,조**,02-*******,"서울특별시 구로구 경인로59길 67, 신도림치안센터 (신도림동)",02-853-8301,1층 센터장 자리,씨유메디칼시스템,신도림치안센터,126.8808138,37.5076602
CU-SP1 Plus,28,7,최**,010********,"서울특별시 성북구 동소문로34길 73 (돈암동, 길음역금호어울림센터힐)",02-927-8914,관리사무소 입구,대한민국,금호어울림센터힐아파트,127.0222231,37.59981986
CU-SP1 Plus,13,30,김**,02-******,서울특별시 도봉구 마들로 664-17 (도봉동),02-955-9427,2층 입구,㈜씨유메디칼,도봉장애인보호작업시설,127.0474475,37.66956662
CU-SP1 Plus,63,65,홍**,010********,"서울특별시 강남구 헌릉로618길 7, 선일빌딩 지하1층 (세곡동)",02-2176-0599,세곡어린이실내놀이터 커뮤니티홀,씨유메디칼,세곡어린이실내놀이터,127.1066963,37.46428401
CU-SP1 Plus,37,67,박**,02-******,"서울특별시 서대문구 이화여대2길 27, 서울대신초등학교 (대현동)",02-363-1994,본관 1층,씨유메디칼,대신초등학교,126.9480572,37.55794755
CU-SP1 Plus,37,76,신**,02-*******,"서울특별시 서대문구 명물길 37, SD TOWER Ⅱ (창천동)",02-3442-8742,편의점 내,씨유메디칼,세븐일레븐신촌명물점,126.9381764,37.55857943
CU-SP1 Plus,37,59,정**,02-******,"서울특별시 서대문구 성산로 560, 이대부속고등학교 (대신동)",02-361-6292,도서실 앞,씨유메디칼,이대부속고등학교,126.9473557,37.56638886
CU-SP1 Plus,37,89,양**,02-*******,"서울특별시 서대문구 연세로 13, 현대백화점 유플렉스 (창천동)",02-3145-3110,지하 1층 안전관리실,씨유메디칼,현대백화점 유플렉스,126.9365597,37.55673784
CU-SP1 Plus,37,89,양**,02-*******,"서울특별시 서대문구 신촌로 83, 현대백화점신촌점 (창천동)",02-3145-3110,1층 안전관리실,씨유메디칼,현대백화점 신촌점,126.9358449,37.55608306
CU-SP1 Plus,37,15,김**,02-*******,"서울특별시 서대문구 수색로 43, 가좌행복주택 복합커뮤니티센터 (남가좌동)",02-3140-8026,4층 서대문진로진학지원센터 내,씨유메디칼,서대문청년창업센터,126.913435,37.56974399
CU-SP1 Plus,36,9,노**,02-******,"서울특별시 서대문구 홍은중앙로1길 100 (홍은동, 북한산두산위브2차)",02-394-5114,관리사무소,씨유메디칼,북한산두산위브2차,126.9448293,37.59969049
CU-SP1 Plus,37,7,정**,02-******,서울특별시 서대문구 연희로11나길 32 (연희동),02-324-0339,1층 사무실 우측,씨유메디칼,서울청유실물센터,126.9284418,37.56844471
CU-SP1 Plus,36,11,유**,02-******,"서울특별시 서대문구 세검정로1길 112, 홍은지구대 (홍은동)",02-335-8303,파출소 내,씨유메디칼,홍은파출소,126.946424,37.59524771
CU-SP1 Plus,36,45,서**,02-******,"서울특별시 서대문구 모래내로 441, 서울고은초등학교 (홍제동)",02-396-2652,2층,씨유메디칼,서울고은초등학교,126.9435384,37.58471539
CU-SP1 Plus,36,56,조**,02-******,"서울특별시 서대문구 명지2길 56, 명지중?고등학교 (홍은동)",02-309-0643,2층 글담도서관 앞,씨유메디칼,명지중학교,126.9267596,37.58462959
CU-SP1 Plus,24,89,김**,010********,"서울특별시 동대문구 왕산로 239, 4층 (청량리동)",02-2171-6379,신청사 내,씨유메디칼시스템,청량리동주민센터,127.0481699,37.58304619
CU-SP1 Plus,13,19,김**,010********,서울특별시 도봉구 도봉로180길 77,02-956-1997,2층 정문 초소 내,㈜씨유메디칼,도봉극동아파트,127.049159,37.68262263
CU-SP1 Plus,25,7,김**,02-*******,"서울특별시 동대문구 사가정로 137, 전농2동주민센터 (전농동)",221716163,주민센터 1층,씨유메디칼시스템,전농2동주민센터,127.0600078,37.57809107
CU-SP1 Plus,25,58,송**,010********,"서울특별시 동대문구 서울시립대로9길 21, 전농1동 주민센터 (전농동)",02-2171-6052,1층 민원실,씨유메디칼시스템,전농1동주민센터,127.0477271,37.57797071
CU-SP1 Plus,25,67,이**,010********,"서울특별시 동대문구 천호대로27길 35, 용신동주민센터 (용두동)",21716528,1층 민원실,씨유메디칼시스템,용두동주민센터,127.0372752,37.57580011
A16M-DS,34,13,박**,02-*******,서울특별시 은평구 연서로11길 7-2 (구산동),02-6205-5237,1층 책장 위,메디아나,샘지역아동센터,126.9143735,37.60802342
CU-SP1 Plus,14,20,신**,02-******,"서울특별시 도봉구 노해로70길 96, 서울월천초등학교 (창동)",02-993-9448,본관2층 E/V앞,㈜씨유메디칼,월천초등학교,127.0514258,37.64791373
HeartGuardianHR-503(KT),31,85,조**,02-*******,"서울특별시 종로구 새문안로 82, 에스타워 (신문로1가)",02-3771-2189,S타워 지상5층E/V홀,(주)라디안큐바이오,LX판토스,126.9739315,37.56979465
HeartGuardianHR-503(KT),31,85,조**,02-*******,"서울특별시 종로구 새문안로 82, 에스타워 (신문로1가)",02-3771-2189,S타워지상3층E/V홀,(주)라디안큐바이오,LX판토스,126.9739315,37.56979465
CU-SP1 Plus,40,64,김**,010********,"서울특별시 마포구 서강로 95 (창전동, 창전동삼성아파트)",1052109784,제2관리소(111동),씨유메디칼시스템,창전동삼성임대아파트,126.9286579,37.54995143
CU-SP1 Plus,39,5,임**,011********,서울특별시 마포구 상암산로1길 67 (상암동),02-303-2604,1층 안내데스크 내,씨유메디칼시스템,마포청소년문화의집,126.8838463,37.58032229
CU-SP1 Plus,26,28,김**,02-*******,"서울특별시 동대문구 한천로18길 48, 장안종합사회복지관 (장안동)",2242-7564,1층 안내데스크,씨유메디칼시스템,장안종합사회복지관,127.0661707,37.56795149
CU-SP1 Plus,27,10,조**,010********,"서울특별시 성북구 정릉로21길 21 (정릉동, 정릉성원아파트)",02-918-0145,관리동 1층,(주)씨유메디칼시스템,정릉성원아파트,127.0077843,37.60643136
CU-SP1 Plus,28,14,이**,917******,"서울특별시 성북구 정릉로26길 1, 정릉2동 주민센터 (정릉동)",02-2241-5320,1층 민원실,(주)씨유메디칼시스템,정릉2동주민센터,127.0105774,37.60478449
CU-SP1,46,7,김**,02-*******,"서울특별시 중구 동호로 202, 반도정형외과 (신당동)",02-2252-3630,5층 간호과,씨유메디칼,반도정형외과병원,127.0101104,37.5559932
CU-SP1 Plus,28,14,이**,917******,"서울특별시 성북구 정릉로26길 1, 정릉2동 주민센터 (정릉동)",02-2241-5320,행정차량,(주)씨유메디칼시스템,정릉2동주민센터,127.0105826,37.60474016
CU-SP1 Plus,36,40,안**,02-******,"서울특별시 서대문구 송죽길 60, 맛있는 생태정원 (홍제동)",02-330-1131,생태정원 건물 내,씨유메디칼,맛있는생태정원(We뜰),126.9384185,37.58589349
CU-SP1 Plus,37,37,정**,02-******,"서울특별시 서대문구 충정로 13, 삼창빌딩 (충정로3가)",02-335-8116,8층 112상황실,씨유메디칼,서대문경찰서,126.9626211,37.56056829
CU-SP1 Plus,37,30,이**,02-******,"서울특별시 서대문구 통일로27길 19, 홍제1동자치회관 (홍제동)",02-330-8404,정문,씨유메디칼,홍제1동자치회관,126.9484114,37.58316278
CU-SP1 Plus,18,39,최**,02-******,"서울특별시 노원구 동일로198길 24 (공릉동, 공릉우성아파트)",02-6224-7155,"101-1,2 라인 우편함 위",(주)씨유메디칼시스템,공릉우성아파트,127.073088,37.62867744
CU-SP1 Plus,18,39,최**,02-******,"서울특별시 노원구 동일로198길 24 (공릉동, 공릉우성아파트)",02-6224-7155,"101-3,4 라인 우편함 위",(주)씨유메디칼시스템,공릉우성아파트,127.0730711,37.62853942
CU-SP1 Plus,18,39,최**,02-******,"서울특별시 노원구 동일로198길 24 (공릉동, 공릉우성아파트)",02-6224-7155,"101-5,10 라인 우편함 위",(주)씨유메디칼시스템,공릉우성아파트,127.0731957,37.62855737
CU-SP1 Plus,18,39,최**,02-******,"서울특별시 노원구 동일로198길 24 (공릉동, 공릉우성아파트)",02-6224-7155,"102-1,2 라인 우편함 위",(주)씨유메디칼시스템,공릉우성아파트,127.0723405,37.62861646
CU-SP1 Plus,18,39,최**,02-******,"서울특별시 노원구 동일로198길 24 (공릉동, 공릉우성아파트)",02-6224-7155,"102-3,5 라인 1층 출입구",(주)씨유메디칼시스템,공릉우성아파트,127.0724766,37.62883036
CU-SP1 Plus,18,39,최**,02-******,"서울특별시 노원구 동일로198길 24 (공릉동, 공릉우성아파트)",02-6224-7155,"102-6,7 라인 우편함 위",(주)씨유메디칼시스템,공릉우성아파트,127.0725361,37.62882131
Heart On A16-GS,56,77,이**,02-******,"서울특별시 송파구 송파대로36길 8, 서울중대초등학교 (송파동)",24227236,1층 엘리베이터 앞,메디아나,중대초등학교,127.1135516,37.49978139
Heart On A16-GS,55,98,황**,070********,"서울특별시 송파구 삼학사로 11, 배명중학교 (삼전동)",414-5473,1층 중앙현관,메디아나,배명중학교,127.0958006,37.49924995
HeartOn A16-GS,14,13,백**,016*******,"서울특별시 도봉구 마들로11길 77, 창동역 (창동)",02-992-3388,의정부승강장8-2,메디아나,1호선 창동역,127.0476838,37.65320848
HeartOn A16-GS,12,29,유**,02-******,"서울특별시 강북구 한천로105길 24 (번동, 번동2단지주공아파트)",02-987-1462,관리사무소 현관 1층 내부,메디아나,번동주공2단지아파트,127.0450293,37.62670193
HeartPlus NT-180,47,30,최**,010********,"서울특별시 성동구 독서당로 303-13, 금남시장 1번통로 (금호동3가)",02-2252-5302,1번 통로 옆,(주)나눔테크,금남시장,127.0227077,37.54841594
CU-SP1 Plus,72,4,윤**,267*****,"서울특별시 영등포구 양평로24길 9 (양평동5가, 양평동한신아파트)",02-2675-1341,103동 상황실,씨유메디칼,양평한신휴플러스아파트(양평동5가),126.8917458,37.54028033
HeartOn A16-GS,13,87,조**,02-******,"서울특별시 도봉구 시루봉로6길 53 (쌍문동, 쌍문동현대아파트)",02-997-8110,경비실,메디아나,쌍문현대2차아파트,127.0300835,37.65941764
HeartOn A16,87,41,김**,02-******,"서울특별시 관악구 남부순환로237길 60, 서울관악중학교 (봉천동)",02-872-6360,1층 중앙현관 옆본관,메디아나,관악중학교,126.9619123,37.48125828
Heart On A16-GS,87,24,정**,02-******,"서울특별시 관악구 구암길 1, 서울구암초등학교 (봉천동)",02-871-6041,본관1층 보건실 앞,(주)메디아나,구암초등학교,126.9462717,37.48921747
Heartstart HS1,62,79,이**,569****,"서울특별시 강남구 도곡로78길 22 (대치동, 대치삼성아파트)",02-569-0020,4초소,필립스,대치삼성아파트,127.0588476,37.49663573
CU-SP1 plus,63,0,박**,010********,"서울특별시 강남구 남부순환로378길 34-9, 도곡2동주민센터 (도곡동)",02-3423-7562,1층 민원실,(주)씨유메디칼시스템,도곡2동주민센터,127.046407,37.48372308
CU-SP1 plus,60,86,이**,349*****,"서울특별시 강남구 영동대로 643, 경기고등학교 (삼성동)",34967300,학생동 1층 배전함 옆,(주)씨유메디칼시스템,경기고등학교,127.0560755,37.51756454
